,User_Name,Twitter_Name,Location,Bio,Tweet,city_police,media,Language,Tweet_Link,is_Retweeted,Original_Tweet_by,Hashtags,User_Mentions,tweet_date,tweet_time
117,Suma,Suma91902459,bangalore,,"@blrcitytraffic @BlrCityPolice @PMOIndia @AddlCPTraffic @tv9kannada @publictvnews @blrcitytraffic @BlrCityPolice @publictvnews @tv9kannada Working class can't afford to take leave, when they already know that filing a complaint against a cab driver won't be of any use. This is the exact reason why Cab drivers in Bangalore are driving like hooligans. 1/2",Bengaluru,[],en,https://twitter.com/statuses/1139055583070265344,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'tv9kannada', 'publictvnews', 'PMOIndia', 'AddlCPTraffic']",Jun-13-2019,06:23:08
118,ಅವಮಾನಿತ,avmntha,ಬೆಂಗಳೂರು,"'ಮಣ್ಣೊಳಗೆ ಮಣ್ಣಾಗೋ ಮುನ್ನ
ಮಣ್ಣಲ್ಲೇ ನಲಿದಾಡು ಚಿನ್ನ!
ಒರೆಸ್ತಾಳೆ ಬೆನ್ನ ಬೆವರು
ತಿನ್ನೋ ಅನ್ನವೆಂಬ ದೇವರು!'

'ಮಣ್ಣಿನಾ ಋಣ ಮಣ್ಣಾಗೋತನಕ
ಹೆತ್ತವರ ಋಣ ಅವರ ನಗುವಿರುವತನಕ!!'

#ಕರುನಾಡು😘",@aru_arun1 @blrcitytraffic @BlrCityPolice ಇದು ಹೊಸ ರೋಡ್ ಜಂಕ್ಷನ್ ಅಲ್ಲ. ಕೂಡ್ಲು ಗೇಟ್ ಸಿಗ್ನಲ್ ಬಸ್ ಸ್ಟಾಪ್. 😑,Bengaluru,[],kn,https://twitter.com/statuses/1139055498727120896,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'aru_arun1']",Jun-13-2019,06:22:48
119,kulkarniajay,kulkarniajay,,,RT @btppubliceye: @kulkarniajay @blrcitytraffic @BlrCityPolice Complaint noted violation will be raised.,Bengaluru,[],en,https://twitter.com/statuses/1139055390417596416,yes,btppubliceye,[],"['blrcitytraffic', 'BlrCityPolice', 'kulkarniajay', 'btppubliceye']",Jun-13-2019,06:22:22
120,BTPPubliceye,btppubliceye,"Bengaluru, India",Bengaluru Traffic Police- Public Eye to Report Traffic Violation.,@kulkarniajay @blrcitytraffic @BlrCityPolice Complaint noted violation will be raised.,Bengaluru,[],en,https://twitter.com/statuses/1139055018588291072,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'kulkarniajay']",Jun-13-2019,06:20:53
121,Suma,Suma91902459,bangalore,,@blrcitytraffic @BlrCityPolice Assure me that action would be taken if I lodge a compliant. Only then I can afford to take a leave from office and register a complaint in nearest police station. @PMOIndia @AddlCPTraffic @tv9kannada @publictvnews,Bengaluru,[],en,https://twitter.com/statuses/1139054738664648704,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'tv9kannada', 'publictvnews', 'PMOIndia', 'AddlCPTraffic']",Jun-13-2019,06:19:46
122,0000  Mohanmurthy,Momoo1964,kumaraswamy LAYOUT ,,RT @isarah1234: @CMofKarnataka CM of karnataka tweeted the same abt #dreamzgkfraud case 3 years ago...we havnt gt a single penny yet. This…,Bengaluru,[],en,https://twitter.com/statuses/1139053371698974723,yes,isarah1234,['dreamzgkfraud'],"['dhanyarajendran', 'isarah1234', 'BlrCityPolice', 'CMofKarnataka', 'PratapReddyC']",Jun-13-2019,06:14:21
123,Pavan Neelgund,coolblue06,,"Compassion, Humor, Love. That's pretty much it.",RT @drajkulki: Do you want to know really how helpless the citizens are in bangalore? On the left is a lady crying and fighting with cab dr…,Bengaluru,[],en,https://twitter.com/statuses/1139053346952663040,yes,drajkulki,['mahadevpura'],"['blrcitytraffic', 'drajkulki', 'BlrCityPolice']",Jun-13-2019,06:14:15
124,Vijay Raj,vjxxvj,"Bengaluru, India","Christ Follower | Scientist - Climate change & Environment | Columnist & Policy Advisor | Alumni - U East Anglia, UK & U British Columbia, Canada | 🇮🇳",@TOIBengaluru @blrcitytraffic @BlrCityPolice,Bengaluru,[],und,https://twitter.com/statuses/1139053096829456384,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'TOIBengaluru']",Jun-13-2019,06:13:15
125,Umme sarah,isarah1234,,,"@CMofKarnataka CM of karnataka tweeted the same abt #dreamzgkfraud case 3 years ago...we havnt gt a single penny yet. This is just an eyewash fr the time being..ppl will go silent in some days. Media will go silent, fraudsters will be on bail..@dhanyarajendran  @PratapReddyC @BlrCityPolice https://t.co/n7xjVHHKiA",Bengaluru,['https://twitter.com/isarah1234/status/1139051699300003840/photo/1'],en,https://twitter.com/statuses/1139051699300003840,no,NA,['dreamzgkfraud'],"['dhanyarajendran', 'BlrCityPolice', 'CMofKarnataka', 'PratapReddyC']",Jun-13-2019,06:07:42
126,Retweeting Rochester,RocCityRetweet,"Rochester, NY",Hi! I exist to keep everyone up to date on what #rochester denizens are saying about their city! Occasionally I gain sentience.,"RT @PratapReddyC: The @RBI #SLCC platform with all relevant stakeholders, need to show more results, timely proactive actions and work towa…",Bengaluru,[],en,https://twitter.com/statuses/1139046499386568709,yes,PratapReddyC,"['SLCC', 'ROC']","['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:47:02
127,Eshwar Shivanna,eshwarsMIRROR,Bangalore,Working as Chief Photographer in  @BangaloreMirror.,"RT @BangaloreMirror: Urdu paper refused to publish notice cautioning investors; ad in English, Kannada dailies didn’t help.

#IMAJewels #IM…",Bengaluru,[],en,https://twitter.com/statuses/1139045775776788480,yes,BangaloreMirror,"['IMA', 'IMAJewels', 'Imascam']","['BangaloreMirror', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,05:44:10
128,Shreesha Mokhashi,IamShreesha,Bengaluru,"Photography Enthusiast, Atheist, Rationalist, Science-lover",@DhondhuChilled @BangaloreMirror @BlrCityPolice @CPBlr Also applicable to those who didn't read any  newspaper other than Urdu. There is no restriction on English anywhere in the state.,Bengaluru,[],en,https://twitter.com/statuses/1139045281251508225,no,NA,[],"['BangaloreMirror', 'BlrCityPolice', 'DhondhuChilled', 'CPBlr']",Jun-13-2019,05:42:12
129,Umme sarah,isarah1234,,,"@PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka Where is sachin naik? Out on bail. These fraudsters knw very well tht they can live a gud life even after cheating thousands, they knw very well how corrupt our system is. They knw they can come out on bail, ppl will forget in a few days",Bengaluru,[],en,https://twitter.com/statuses/1139044840614719489,no,NA,[],"['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:40:27
130,Umme sarah,isarah1234,,,"RT @isarah1234: @PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka Too late, multiple Ponzi scehemes ran in bengaluru, police neve…",Bengaluru,[],en,https://twitter.com/statuses/1139044457347600385,yes,isarah1234,[],"['RBI', 'isarah1234', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:38:55
131,Umme sarah,isarah1234,,,RT @isarah1234: @PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka @BlrCityPolice sbud be ashamed tht such fraudsters succeed in d…,Bengaluru,[],en,https://twitter.com/statuses/1139044437915340800,yes,isarah1234,[],"['RBI', 'isarah1234', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:38:51
132,Umme sarah,isarah1234,,,RT @isarah1234: @PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka Even if they succeed in fooling common ppl having less knowledg…,Bengaluru,[],en,https://twitter.com/statuses/1139044419196280832,yes,isarah1234,[],"['RBI', 'isarah1234', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:38:46
133,Umme sarah,isarah1234,,,@PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka @BlrCityPolice sbud be ashamed tht such fraudsters succeed in duping thousands of ppl under their nose. When will u wake up frm ur slumber or r u pretending to be asleep,Bengaluru,[],en,https://twitter.com/statuses/1139044382009483264,no,NA,[],"['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:38:37
134,Umme sarah,isarah1234,,,"@PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka Even if they succeed in fooling common ppl having less knowledge abt whts authentic, legal and whts a Ponzi scheme.why didnt the police stop them on time?? U didnt hav knowledge tht these r fraudsters. Or was the @BlrCityPolice  police also bribed to stay quite??",Bengaluru,[],en,https://twitter.com/statuses/1139043827572862976,no,NA,[],"['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:36:25
135,Umme sarah,isarah1234,,,"@PratapReddyC @RBI @SEBI_India @BlrCityPolice @CIDKarnataka Too late, multiple Ponzi scehemes ran in bengaluru, police never took desired action. Thy waited fr the culprit to flee the country, morgenall scam, IMA, heera gold..why were they nt stopped on time??",Bengaluru,[],en,https://twitter.com/statuses/1139043334347845632,no,NA,[],"['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:34:27
136,Arun c,aru_arun1,"Bengaluru, India",Badboy,"ರೂಲ್ಸ್ ಗಳು ಪಬ್ಲಿಕ್ಕಿಗೆ ಮಾತ್ರಾನಾ?
ಪೋಲೀಸಿನವರಿಗಿಲ್ವಾ??@blrcitytraffic @BlrCityPolice 
Hosur road,near hosa road junction https://t.co/9HEnO3zTOe",Bengaluru,['https://twitter.com/aru_arun1/status/1139042583051612161/photo/1'],und,https://twitter.com/statuses/1139042583051612161,no,NA,[],"['blrcitytraffic', 'BlrCityPolice']",Jun-13-2019,05:31:28
137,Whitefield Rising,WFRising,Whitefield Bangalore,"A citizens movement for the people, by the people.",@SampathRamanuja @oswaldsunilm @helpgnrgarden @BBMP_MAYOR @bbmpcommr @BBMPCOMM @tv9kannada @NEWS9 @timesofindia @the_hindu @BPACofficial @AlumniBclip @BlrCityPolice @CMofKarnataka @DrParameshwara @preejap13 @IndianExpress @BangaloreMirror @MirrorNow Good to know.,Bengaluru,[],en,https://twitter.com/statuses/1139039710184034305,no,NA,[],"['helpgnrgarden', 'NEWS9', 'the_hindu', 'BlrCityPolice', 'BBMPCOMM', 'bbmpcommr', 'oswaldsunilm', 'BBMP_MAYOR', 'IndianExpress', 'MirrorNow', 'BangaloreMirror', 'timesofindia', 'CMofKarnataka', 'DrParameshwara', 'BPACofficial', 'tv9kannada', 'preejap13', 'SampathRamanuja', 'AlumniBclip']",Jun-13-2019,05:20:03
138,GOAT 🐐,NARAYANARAO17,Zindaa,"Whenever you're curious about something write it down. This way, whenever you're bored you'll have an entire list of things to learn about.",@BangaloreMirror @BlrCityPolice @CPBlr This is heights of scam,Bengaluru,[],en,https://twitter.com/statuses/1139039512833605632,no,NA,[],"['BangaloreMirror', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,05:19:16
139,Krishna Kant Mishra,iMishraKKOffice,mumbai,"Chief Crime Reporter, Hamara Mahanagar, Mumbai.","RT @PratapReddyC: The @RBI #SLCC platform with all relevant stakeholders, need to show more results, timely proactive actions and work towa…",Bengaluru,[],en,https://twitter.com/statuses/1139038965489553408,yes,PratapReddyC,"['SLCC', 'ROC']","['RBI', 'BlrCityPolice', 'SEBI_India', 'CIDKarnataka', 'PratapReddyC']",Jun-13-2019,05:17:06
140,"Pratap Reddy, IPS",PratapReddyC,"Bengaluru, India","Additional Director General of Police, Karnataka. Views are personal; RT's not endorsements.","The @RBI #SLCC platform with all relevant stakeholders, need to show more results, timely proactive actions and work towards better investor education. 
@SEBI_India #ROC @BlrCityPolice @CIDKarnataka 
Complaints can be logged in at https://t.co/I3HweV20pG https://t.co/TLw1nlKCEA https://t.co/aNuVvLDMnV",Bengaluru,['https://twitter.com/PratapReddyC/status/1139037653570007040/photo/1'],en,https://twitter.com/statuses/1139037653570007040,no,NA,"['SLCC', 'ROC']","['CIDKarnataka', 'BlrCityPolice', 'SEBI_India', 'RBI']",Jun-13-2019,05:11:53
141,Adarsh gult,curryputtar,,"Right ideology. I have my biases. CBN supporter, i tweet what i believe.",RT @varunnair07: @kdevforum @BDABangalore @BBMPCOMM @jcmpura @bjparvind @rajeev_mp @DrParameshwara @blrdevminister @BlrCityPolice @blrcityt…,Bengaluru,[],en,https://twitter.com/statuses/1139036325154131968,yes,varunnair07,[],"['kdevforum', 'blrcitytraffic', 'csogok', 'BlrCityPolice', 'rajeev_mp', 'PMOIndia', 'BBMP_MAYOR', 'BDABangalore', 'UDDKarnataka', 'bjparvind', 'varunnair07', 'PCMohanMP', 'BBMPCOMM', 'unitedbengaluru', 'jcmpura', 'blrdevminister', 'DrParameshwara']",Jun-13-2019,05:06:36
142,Adarsh gult,curryputtar,,"Right ideology. I have my biases. CBN supporter, i tweet what i believe.","RT @RipusudanKr: @BBMP_MAYOR @CMofKarnataka @blrcitytraffic @BlrCityPolice @CPBlr 
This guy died because of mistake by BBMP...road conditio…",Bengaluru,[],en,https://twitter.com/statuses/1139036183726444544,yes,RipusudanKr,[],"['blrcitytraffic', 'CPBlr', 'RipusudanKr', 'BlrCityPolice', 'BBMP_MAYOR', 'CMofKarnataka']",Jun-13-2019,05:06:03
143,Bangalore Mirror,BangaloreMirror,"Bengaluru, India","When too much makes too little sense, we get to the heart of the matter","Customers demand beer, assault staff when told it doesn’t serve alcohol.

@BlrCityPolice @CPBlr

https://t.co/cWRtSiI3QL",Bengaluru,[],en,https://twitter.com/statuses/1139034664021221376,no,NA,[],"['BlrCityPolice', 'CPBlr']",Jun-13-2019,05:00:00
144,Suvarna News 24x7,suvarnanewstv,Bengaluru,Top Kannada News Channel - A one-stop shop for all the latest news & updates from Karnataka & India. Part of Asianet News - India’s No.1 Regional News Network.,"ಡಿ ಗ್ರೂಪ್‌ ಪೊಲೀಸರಿಗೆ 60 ವರ್ಷದಿಂದ ಬಡ್ತಿ ಇಲ್ಲ!
#KarnatakaPolice #DGroup @CMofKarnataka @hd_kumaraswamy @DrParameshwara @BlrCityPolice @MBPatil  https://t.co/X6cFV4octi",Bengaluru,[],kn,https://twitter.com/statuses/1139032221854064640,no,NA,"['DGroup', 'KarnatakaPolice']","['BlrCityPolice', 'hd_kumaraswamy', 'MBPatil', 'CMofKarnataka', 'DrParameshwara']",Jun-13-2019,04:50:18
145,Venkatesh,Venkateshk1963,,,@HPKonemane @Vijaykarnataka @BlrCityPolice what Rahul G say Now? Did he put air ticket to Mansoor's pocket and send him to UK?,Bengaluru,[],en,https://twitter.com/statuses/1139031275396771846,no,NA,[],"['HPKonemane', 'BlrCityPolice', 'Vijaykarnataka']",Jun-13-2019,04:46:32
146,Rahul M Sarode,RahulSarodepune,,,"RT @MyNation: #Bengaluru Police have arrested seven directors of the I Monetary Advisory company

@BlrCityPolice @CPBlr 
 
https://t.co/Tdf…",Bengaluru,[],en,https://twitter.com/statuses/1139031013911171072,yes,MyNation,['Bengaluru'],"['MyNation', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,04:45:30
147,Ashutosh Gupta,Ashutos44042869,,,"@DamaSubbarao @kdevforum @narendramodi @DrParameshwara @csogok @PCMohanMP @bjparvind @UDDKarnataka @BBMPCOMM @MoHUA_India @Secretary_MoHUA @blrdevminister @BlrCityPolice @blrcitytraffic @WFRising @BJP4Karnataka @INCKarnataka @Tejasvi_Surya @PMOIndia @dcpwhitefield @narendramodi sarjapur area is struggling with basic amenities....just see that amount of tax both state and centre is collecting from this area....we don't have roads, water, electricity goes off.....children suffering from asthma at age of 3-4 years. Can you help pls",Bengaluru,[],en,https://twitter.com/statuses/1139029159122939904,no,NA,[],"['BlrCityPolice', 'BBMPCOMM', 'PMOIndia', 'Secretary_MoHUA', 'kdevforum', 'narendramodi', 'blrcitytraffic', 'UDDKarnataka', 'bjparvind', 'dcpwhitefield', 'csogok', 'WFRising', 'Tejasvi_Surya', 'DamaSubbarao', 'DrParameshwara', 'BJP4Karnataka', 'INCKarnataka', 'MoHUA_India', 'PCMohanMP', 'blrdevminister']",Jun-13-2019,04:38:08
148,complaint panel,complaintpanel,India,#HIGHLIGHT #REPORTING   #REMINDER,"माननीय नमस्कार
निवेदन है अगर समय ज्यादा हो गया तो मकान मालिक पैसा वापस नहीं करेगा,
 अभी मकान मालिक ने पैसा वापस नहीं किया ,
27-may2019. को वापस करना था .
ईमेल में  मकान मालिक और उसके बेटे का मोबाइल नंबर है ,
बिना पुलिस के वो पैसा वापस नहीं करेगा 
@BlrCityPolice 
@CPBlr https://t.co/A3k9dn8Bn6",Bengaluru,[],hi,https://twitter.com/statuses/1139028560822329344,no,NA,[],"['BlrCityPolice', 'CPBlr']",Jun-13-2019,04:35:45
149,Abhijit Majumder,abhijitmajumder,"New Delhi, India","Journalist. Editor-in-Chief of @MyNation, media venture in English and Hindi of Asianet News Network. Views personal, retweets not necessarily endorsements","RT @MyNation: #Bengaluru Police have arrested seven directors of the I Monetary Advisory company

@BlrCityPolice @CPBlr 
 
https://t.co/Tdf…",Bengaluru,[],en,https://twitter.com/statuses/1139027651081822208,yes,MyNation,['Bengaluru'],"['MyNation', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,04:32:08
150,Abhishek N Rao,abhishekrao933,,,"#CitiBank's #Scam

My #Account blocked &amp; bank want me to #Preach a #Shopkeeper's personal info -  #OnlinePayment to him!!

#Shopkeeper won't provide his personal info to Stranger- #Against #Law!

@BlrCityPolice
@RBI @OmbudsmanPh
#Alert @PMOIndia @narendramodi @Citi @FinMinIndia https://t.co/dY9ypWjKcg",Bengaluru,['https://twitter.com/abhishekrao933/status/1139027514838343680/photo/1'],en,https://twitter.com/statuses/1139027514838343680,no,NA,"['CitiBank', 'Alert', 'Preach', 'Shopkeeper', 'Law', 'OnlinePayment', 'Against', 'Account', 'Scam']","['narendramodi', 'RBI', 'BlrCityPolice', 'FinMinIndia', 'OmbudsmanPh', 'Citi', 'PMOIndia']",Jun-13-2019,04:31:36
151,MyNation,MyNation,"New Delhi, India","#MyNation is a media venture of the Asianet News in English and Hindi. It brings bold, honest journalism in innovative digital formats and puts nation above all","#Bengaluru Police have arrested seven directors of the I Monetary Advisory company

@BlrCityPolice @CPBlr 
 
https://t.co/Tdf3P3ZqDf",Bengaluru,[],en,https://twitter.com/statuses/1139027010720690178,no,NA,['Bengaluru'],"['BlrCityPolice', 'CPBlr']",Jun-13-2019,04:29:36
152,kulkarniajay,kulkarniajay,,,"@btppubliceye @blrcitytraffic @BlrCityPolice 
Date : 13-june-19 @ 8AM
Place : Near kodeigehalli gate
Violation: over speeding, driver speaking in mobile while driving/overtaking. https://t.co/RWuWUYAVOi",Bengaluru,['https://twitter.com/kulkarniajay/status/1139025872852152320/photo/1'],en,https://twitter.com/statuses/1139025872852152320,no,NA,[],"['blrcitytraffic', 'BlrCityPolice', 'btppubliceye']",Jun-13-2019,04:25:04
153,Chowkidar Nirav Modi 😎,DhondhuChilled,India,BHAKT | Political comments | Straight questions to sly politicians | All personal views | Follow back guaranteed,"@BangaloreMirror @BlrCityPolice @CPBlr Aur chillao language imposition

Be inclusive to all language",Bengaluru,[],en,https://twitter.com/statuses/1139025573273976832,no,NA,[],"['BangaloreMirror', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,04:23:53
154,Simplysahaan,simplysahaan,Queen city USA,"Not all girls are princess some are super heroes, I’m a proud mother of 3 super heroes! Huge believer of Karma.",@BangaloreMirror @BlrCityPolice @CPBlr They must have funded it.,Bengaluru,[],en,https://twitter.com/statuses/1139025115012837377,no,NA,[],"['BangaloreMirror', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,04:22:04
155,Akshay Tapte,TAPTEA,"Bengaluru, India","Mechanical Engineer, student of defense affairs.","RT @BangaloreMirror: Urdu paper refused to publish notice cautioning investors; ad in English, Kannada dailies didn’t help.

#IMAJewels #IM…",Bengaluru,[],en,https://twitter.com/statuses/1139023806020763648,yes,BangaloreMirror,"['IMA', 'IMAJewels', 'Imascam']","['BangaloreMirror', 'BlrCityPolice', 'CPBlr']",Jun-13-2019,04:16:52
156,Bangalore Mirror,BangaloreMirror,"Bengaluru, India","When too much makes too little sense, we get to the heart of the matter","Urdu paper refused to publish notice cautioning investors; ad in English, Kannada dailies didn’t help.

#IMAJewels #IMA #Imascam
@BlrCityPolice
@CPBlr 

https://t.co/jPNoTA6rFl",Bengaluru,[],en,https://twitter.com/statuses/1139023053612937217,no,NA,"['IMA', 'IMAJewels', 'Imascam']","['BlrCityPolice', 'CPBlr']",Jun-13-2019,04:13:52
157,BengaluruTrafficPolice,blrcitytraffic,Bengaluru-560001,Bengaluru City Traffic police is on the threshold of major technological breakthrough to manage the congestion and chaos on the roads in an efficient manner.,@BlrCityPolice @GoodNewzIndia @hd_kumaraswamy @CMofKarnataka @btppubliceye We are already creating awareness &amp;  booking more no of cases regularly against those &amp; will continue with special drive.,Bengaluru,[],en,https://twitter.com/statuses/1139022398483648513,no,NA,[],"['GoodNewzIndia', 'BlrCityPolice', 'btppubliceye', 'hd_kumaraswamy', 'CMofKarnataka']",Jun-13-2019,04:11:16
158,RAJAJINAGAR TRAFFIC BTP,rajajinagartrps,"Bengaluru, India",Official twitter account of Rajajinagar Traffic Police Station (080-22942807). Dial Namma-100 in case of emergency.,@rkne92 @BBMP_MAYOR @cpronammametro @btppubliceye @BlrCityPolice It comes under Malleswara trfc ps.I have informed my counter part.,Bengaluru,[],en,https://twitter.com/statuses/1139018933602676736,no,NA,[],"['BlrCityPolice', 'btppubliceye', 'BBMP_MAYOR', 'cpronammametro', 'rkne92']",Jun-13-2019,03:57:30
159,Rama N,rkne92,San Francisco Bay Area,"Engineer, Illini, Motorcycles and Beemers.","Hey, @BBMP_MAYOR @cpronammametro @btppubliceye @rajajinagartrps @BlrCityPolice many auto drivers and others are using this space under Rajajinagar Metro station as a urinal. The place is stinking and is causing a health issue for the public. Please take action. https://t.co/2Mcl6IxbMQ",Bengaluru,['https://twitter.com/rkne92/status/1139017349837742080/photo/1'],en,https://twitter.com/statuses/1139017349837742080,no,NA,[],"['BlrCityPolice', 'btppubliceye', 'BBMP_MAYOR', 'cpronammametro', 'rajajinagartrps']",Jun-13-2019,03:51:12
160,Hariprakash Konemane,HPKonemane,"Bengaluru, India",Journalist (views are personal),"ಮಲ್ಯ,ನೀರವ್ ಮೋದಿ ಇದೀಗ ಮನ್ಸೂರ್ ಅಲಿ ಖಾನ್!
IMA ವಂಚಕನೂ ಲಂಡನ್ ಗೆ ಪರಾರಿ ಆಗಿರುವ ಶಂಕೆ. 
@Vijaykarnataka
@BlrCityPolice https://t.co/Rr4IxESwrX",Bengaluru,['https://twitter.com/HPKonemane/status/1139010993676140544/photo/1'],kn,https://twitter.com/statuses/1139010993676140544,no,NA,[],"['BlrCityPolice', 'Vijaykarnataka']",Jun-13-2019,03:25:57
161,ಸಾಮಾನ್ಯ ಕನ್ನಡಿಗ,neelagi,bangalore,mm,RT @raghavendrasun: @isarah1234 @CMofKarnataka @BlrCityPolice They are not sleeping but pretending to be awake. What is the fate of normal…,Bengaluru,[],en,https://twitter.com/statuses/1139008979193847810,yes,raghavendrasun,[],"['isarah1234', 'raghavendrasun', 'CMofKarnataka', 'BlrCityPolice']",Jun-13-2019,03:17:57
162,Rajesh Manohar Rane,RajeshManoharR1,"Sion, Mumbai",Jay Maharashtra,RT @vaastavngo: @Khabar_Bar @MumbaiPolice @BlrCityPolice @Uppolice @DelhiPolice @noidapolice @gurgaonpolice @KolkataPolice Thankyou Khabar…,Bengaluru,[],en,https://twitter.com/statuses/1139008440188059648,yes,vaastavngo,[],"['noidapolice', 'vaastavngo', 'Khabar_Bar', 'Uppolice', 'MumbaiPolice', 'BlrCityPolice', 'KolkataPolice', 'gurgaonpolice', 'DelhiPolice']",Jun-13-2019,03:15:48
163,SHIVKUMAR V,v_viba,,,@mdbescom @bbmpcommr @BBMP_MAYOR @BlrCityPolice @BangaloreMirror @BBMPCOMM Branches of trees in contact with live electric wires posing huge threat to commuters &amp; residents. The forest Dept &amp; Bescom save DANGER of tomorrow. Remedy #PRUNING. Could be fatal if ignored.@DOMLUR WARD,Bengaluru,[],en,https://twitter.com/statuses/1139008130455523328,no,NA,['PRUNING'],"['BlrCityPolice', 'domlur', 'mdbescom', 'BBMP_MAYOR', 'BangaloreMirror', 'BBMPCOMM', 'bbmpcommr']",Jun-13-2019,03:14:34
164,Demand4Correction,Urge4Change,,"Demand and comment for correction for the irregularities in the system. #Corruption,etc. #Urge4CorrectSystem in India",RT @Urge4Change: @renukamishra67 @IPS_Association @mschhayasharma @hd_kumaraswamy @BlrCityPolice @TelanganaDGP @AtulKarwal @svpnpahyd He wa…,Bengaluru,[],en,https://twitter.com/statuses/1139002888926126080,yes,Urge4Change,['MadhukarShetty'],"['IPS_Association', 'svpnpahyd', 'renukamishra67', 'mschhayasharma', 'BlrCityPolice', 'TelanganaDGP', 'hd_kumaraswamy', 'Urge4Change', 'AtulKarwal']",Jun-13-2019,02:53:45
165,Shivkumar@Makes Em Work ...,ShivkumarV9,"Bengaluru, India",,"@CGWB_CHQ @CPCB_OFFICIAL @chairmanbwssb @BlrCityPolice @admgktdm @mdbescom Illegal Borewell operators stealing ground water, selling to Hotels,Hospitals&amp;Tech parks for money. Agencies concerned take no action, complaints of public not registered. BESCOM cut power to end MAFIA.",Bengaluru,[],en,https://twitter.com/statuses/1139002515582676993,no,NA,[],"['CGWB_CHQ', 'BlrCityPolice', 'chairmanbwssb', 'CPCB_OFFICIAL', 'mdbescom', 'admgktdm']",Jun-13-2019,02:52:16
166,🇮🇳Harshith💥,HarshiHurricane,😘🥰ಶ್ರೀಗಂಧದ ಕರುನಾಡು👑👏😊,ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ|Pursuing Master’s in Criminology & F Science|Virtuous|DieHard Admirer of Rev’ltionaries💥+Statesmen+Diplomats|MY “ASHTADIGGAJAS”- 8 GODS r MY💪,RT @HarshiHurricane: @Urge4Change @renukamishra67 @IPS_Association @mschhayasharma @hd_kumaraswamy @BlrCityPolice @TelanganaDGP @AtulKarwal…,Bengaluru,[],en,https://twitter.com/statuses/1139001022003597314,yes,HarshiHurricane,['MadhukarShetty'],"['HarshiHurricane', 'IPS_Association', 'svpnpahyd', 'renukamishra67', 'mschhayasharma', 'BlrCityPolice', 'TelanganaDGP', 'hd_kumaraswamy', 'Urge4Change', 'AtulKarwal']",Jun-13-2019,02:46:19
167,janardhana ht,HtJanardhana,,work heard keep smiling,"@IPS_Association @KirenRijiju @DGSSB @hydcitypolice @BlrCityPolice @IPF_ORG @ahir_hansraj @HMOIndia ಒಂದು ವರ್ಷಕ್ಕೆ 10 ಸಾಂದರ್ಭಿಕ ರಜೆಗಳು ಪೊಲೀಸರಿಗೆ ಸಾಕಾಗುತ್ತದಯೇ,,,,,,,,,? https://t.co/aociVEjRjM",Bengaluru,['https://twitter.com/HtJanardhana/status/1138995148468105216/photo/1'],kn,https://twitter.com/statuses/1138995148468105216,no,NA,[],"['ahir_hansraj', 'hydcitypolice', 'IPS_Association', 'KirenRijiju', 'BlrCityPolice', 'DGSSB', 'IPF_ORG', 'HMOIndia']",Jun-13-2019,02:22:59
